content,score
"Wanjirrr.. kirim video ke sesama mahluk kok video jadi hitam ga jelas..😭😭😭, Video 20 detik kok kekirim cuman 2 detik ANEH",1
Luar biasa,5
Ges,5
Sangat bagus,5
"whatsapp membantu bangett, tapi tolong adain fitur warna chatt pliss admin WhatsApp",4
Good,5
bagus,5
Tolong perbaiki watsap saya..karna di blokir,1
gabisa update jir,4
"Ya selama menggunakn whatsapp selalu baik"" aja",4
Sangatvmemuaskan aplikasi wa ini,5
Bagus,5
Bagus,5
mantap,5
Saya.ingin whatsapp saya ada meta AI,4
Tidak bisa masuk,1
Knpa til biasa,1
Bagus,5
"whatsapp saya elor tolong di perbaiki, mana lemot banget lagi udah mah boros banget ke paket 1 gb 2 jam abis sama whatsapp doang tolong cepet di perbaikii",1
Baik,5
Pas telfon tiba² mati,1
Mantapp,5
mantap.jiwa buat WhatsApp kok blm ada ai meta nya tmn tmn aq udah ada why😱😱😱,5
Sekarang di whatsApp kalau bikin status foto atau vidio jelek kaya burem gitu,2
Prlu di prbaharui lagi,2
Baik sekali,5
Bagus bget,5
bekerja sma,5
Bagus,5
serlok ku jalan sndiri kntd,1
"Woi gimana cara bikin s,w ada musiknya",5
sangat bermanfaat terimakasih 🙏🙏🙏,5
Baggggguussss,5
kenapa baca selengkapnya gak responsif sih?,2
Baik,5
"diaku efeknya blum ada,mlah musiknya yang udah ada",4
kenapa jadi kaya gini wa nya gabisa di install,1
Fitra,5
"WhatsApp lagi knpa sih,kok tiba tiba wa ku kena spam,kukira emang nomor ku yang kena spam ternyata udh ganti nomor juga tetep sama kena spam capek banget dehhh😭soalnya susah klo GK pake wa buat laporan kerja jadi ribet",1
Mantap,5
Gak bisa masuk,5
Sangat bagus fitur baru nya,5
"Sya ingin meng hapus imel ini,",2
semua perlu proses dan sangat penting untuk ditingkatkan kembali semua layanan tanpa terkecuali,5
Bisa berkomunikasi dengan orang,5
aku suka jdi GK ketinggalan info,5
"sangat bagus, tapi mengapa whatsapp ku tidak ada filter dan bubble texs?",4
Sangat merugikan bisa bisanya wa kenak spam padahal tidak pernh buat yang aneh aneh payah ini,1
"Gajelas lama"" . Bisa nyebut orang dalam grup di story . Malah disalah gunakan !! Hapus aja fiturnya kalo ga ya minimal kasih privasi kek!! Story gajelas semua masuk story pribadi !!",2
good,5
Wa ku kasih fitur lagi donggggg,5
"min, ko klo ngirim foto 1x lihat trus di tap tap ada efek emot ""🤫""? easter egg kah wkwkwk",5
Sangat baik,5
sangat baik,5
ini AInya kok ga bisa kepake kenapa ya?,1
bagus tapi kenapa tidak ada filter efek dan latar belakang tidak ada?,5
bagus uda ada tema chat pink tp blm ada bubble chat,4
TiARA😭,5
Ribet,1
Ok,5
"Aplikasi semakin buruk , tiba2 no ke spam / keblokir padahal gk ada masalah apa apa",1
Mantap,5
mayan,3
Bagus,3
"pagi yang cerah, sebagai cerahnya hati kami",5
Akun WA saya sering terSPAM padahal saya sangat butuh buat kerja sebagai kurir,3
Tidak bermutu,1
sangatt baguss,5
Bagus,5
sering ketinggal update di HP saya,4
bagus tapi gabisa di update,5
Keren,5
Sangat tidak senang ketika posting pembaruan status video selalu buram hasilnya di android,1
Saya ingin meninjau WhatsApp messenger,1
Belum tau hasilnya,5
"suka bangetttt sama aplikasinyaa, mantafffff",5
kenapa akun saya kena sepam tolong aktifkan lagi terima kasih,5
kok yg saya gk kebuka fitur musik nya ya buat update status wa. padahal udh menggunakan versi terbaru?,5
bagus banget,5
Semangat aplikasi wasap terima kasih,5
good,5
wa anjing update muluu,1
Gk tau males,5
Bagus bermanfaat keren.👍👍,5
banyak bug tolol,2
Biar kan saya menggunakan whatsapp,5
Bagus,5
Mantaap!,3
ngga bisa aktiv,5
cuma nambah2 kontak wa saya di banned,1
oke,5
Makin update makin buruk,1
whatsapp ganguan,5
"ntah kenapa setiap update, whatsapp saya selalu mengalami bug tidak dapat mengirim pesan, hanya bisa terkirim kalau kontak chat dulu. semoga pihak watsapp segera mengatasi bug ini.",1
aplikasi nya berguna banget,5
setelah update semakin jelek kamera nya pun jadii jelek perbaiki lah apa kembaliin kyk dulu aja,2
Mantap,5
akun ke blokir terus padahal gk ngelakuin pelanggaran sama sekali,1
Petani murni nasional Indonesia,5
"bagus, kasi aku wa pink plis",5
😔😔,5
Asu,5
Oke,5
bagus,5
kenapa GK bisa di save kontak nya minn,5
Tidak sesuai dengan kemauan saya,1
Baguss sekali,5
Min kok di whatsap ku gak ada meta AI nya min tolong kasih ya min,5
mantap,5
Di sini adalah salah satunya yang intro x Click to play free video,5
menarik sekali,5
tolong meta tolong kembalikan vitur HD di status whatsap pliss🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,5
"Mohon diperbaiki lagi buat staff aplikasi wa ini, terutama letak status kembalikan seperti dulu lagi, tidak ribet seperti sekarang sejajar ke kanan, jangan bikin inovasi yang membuat orang semua tidak suka,,",2
Bagus jaringan lancar,1
baguss,5
aku suka zyla,5
Kapan status ada foto tambah lagu sendiri,2
Kerja keras olahraga,5
"Sngat bagus tapi tolong di prbaikan kdang²wanx,hilang mau di download kmbali",5
aplikasi nya bagus,1
ok,4
baik,3
"Kenapa ya di notif setatus WhatsApp sy jam nya tidak berurutan.. gimana cara benerinnya, sudah ngubungin team WhatsApp tp ga respon",5
"Akun saya bolak balik ke banned dengan alasan aplikasi pihak mod/palsu .. Padahal saya downloadnya langsung apk dari playstore,dan langsung juga dari webnya... Parahhh",1
blokir trusss!! meta pukimaq,1
Good,5
Dlm 1 Minggu 2 x d spam.. Apa masalah kalian??,2
Komunikasi dengan siapapun jadi mudah dan akurat.niat akan sampai pada tujuan.makasih,5
Ini apk nya sangat bagus untuk komunikasi temen² di luar sana,5
APASIHH MASA WKTU DIUPDATE MALAH KE UNINSTALL,4
"Semakin gak jelas gini updetan whatsapp.. byk bug nya, aplikasi sering stak saat discroll, sama susunan storynya gak jelass, payah...",2
"tolong updt wa sy, biar ada fiturr musicc nyaaa",5
Kepada whatsapp tolong untuk lebih memudahkan dalam memulihkan riwayat chat. Sekian terimaksih,1
"saya kasi reting 3 Karan meta Al masih belum muncul tolong di berbakti, terima kasih",2
Suka,4
Aplikasi untuk berkomunikasi tanpa menggunakan pulsa,5
Jaga malam,5
ini gimana sih.. kok sekarang kalo ada tlpn masuk ga muncul notifnya di layar entah itu posisi layar terkunci dan mati atau posisi layar hidup,1
Ok,5
Mantap,5
cukup membantu,4
Bagus sih,4
status saya jadi lebih keren,5
teurapkan wa yg meunghilang,1
Adi🤦‍♂️🤦‍♂️🤦‍♂️🤰👩‍🍼,5
tolong wa saya gabisa di buka kena bug terus tolong di perbaiki,1
Kedepan lbih baik lagi,5
Aplikasi ini sangat bagus,5
Gak peten,1
"Tiba² kena spam terus gak bisa dibuka lagi,tolong solusinya dan perbaiki dong",1
Wadsaf sering di blokir,2
"Sering eror, dan kluar sendiri..",1
Saya menyetujui karena saya ingin mengembalikan no kawan kawan saya,5
mantap,5
Sangat berguna,5
"This app doesnt want me hppy, why alwys remove sunshine stry from me",1
WhatsApp memang oke,5
"makin kesini makin banyak bug, nya suka ngelag ngelag ga jelas trus klo loading suka lama banget",2
WA gk bisa secanggih WA mod . . Jadul parah fitur²nya . .,1
"Update Terbaru:saat video call tampilan layar dari kamera Terlihat memanjang dri atas ke bawah, membuat wajah tampak lonjong. Sungguh aneh",1
Iya,4
saya blum mendapatkan fitur meta AI.,3
Berapa hari terakhir ini wa nya kok lelet banget,2
KOK GABISA DI BUKA,1
Gak ada notif benerin lah cokkk,2
"Bagus, cuman kalo di HP aku update nya lama bangett",4
Intangible Mentari 9 12 2o24,5
Mantap,1
Do SMP rmh,2
mantaps,5
T😊erimakasih wa,5
"Cara bergabung dengan Mr Terima kasih, agar langsung dapat berhubungan dengan beliau.",3
Instagram yang sangat baik,1
oke,3
kenapa wa saya sering kerestart? padahal memori ga penuh,1
Kok aku ga ada fitur like sw sihhhh 😔,2
perbarui WhatsApp saya karena tidak ada filternya,5
be o iys,3
pelayan aplikasinya sampel dan aman.,5
Tolong di pisahkan min chat biasa sama chat grup,5
Aplikasi ini harus di update terus,3
Mantap,5
WhatsApp tolol nomor baru malah kena spam terus² an,1
Mantap,5
bagus,5
"ngebug, layar ngeblank kalao buka chat",1
Mohon AKTIFKAN WhasApp Beta Tampa ada kaladaluarsa ullasan di hapus aktifkan sekarang Tampa unduhan !!! Tolong BETA PAKAI WhasAAP LAMA YA SEBAB BANYAK NO PONSEL TERHAPUS NOMOR PENTING BANGAT,5
Tidak bisa memakai apl lain saat video call,1
Harusnya bisa mention semua anggota grup dengan sekali ketik (@semua orang) maka seluruh anggota grup tahu dan tidak perlu mention satu satu. Serta perlu penambahan fitur video live streaming di grup,1
kren karna mu aku bisa bergaul dan mengingat sekolah lamaku yang sudah pindah,5
Kok gk bisa mendonloud,2
Makin di update makin ga karuan,2
"wa tolong kenapa ya di hp aku gabisa ngelike sw orang lain, orang lain juga gabisa ngelike sw aku, tpi bisa ngelike sw yang lain lagi. tolong dong ini udah update beberapa kali!!!",3
semoga bermanfaat,5
Kenapa ya WhatsApp saya sering sekali tiba tiba akun WhatsApp saya keluar sendiri pdhal saya ge melakukan apapa apa tolong dong perbaiki.,2
"Mantap,sangat baik",5
Bagus,5
mantap sangat membantu dlam komunikasi sehari hari,5
kurang memuaskan,4
Mantap,5
Keren,5
Whatsapp sangat membantu,5
Mantap,5
Wor it sih mantap,5
Mantap,5
Anjay,5
Yusmina y16,5
Sangat membantu mantap,5
Ok,5
tidak memberikan kode verifikasi,1
Kena spam terus,1
opsi mention tidak ada,1
Kenapa whatsapp saya belum terverifikasi di whatsapp resmi? Padahal udh pake whatsapp resmi,1
🙏🙏🙏,5
"baguss bgtt ,tapii kenapa di wa ku belum ada fitur kunci chat sih?😓",5
Sangat baik sekali,5
bagus,5
Samin tampilkan wasap dilayar henpun samin,2
Bagus,5
aplikasi kurang beres..sangat sangat tidak bagus,1
"WhatsApp saya dah 3 kali dalam 4 hari ini di spam,,kalo aktif tidak ada 1 hari di spam lagi,,itu kenapa",1
WA saya sekarang udah gk bisa kirim video,1
Knapa akun washapp saya di spam terus,5
Saya banyak ber Terima ksaih sama kalian,1
Tolong kami ga prlu wa meta Al kami tidak biasa.. jadi makin ribet jujur kami ga perlu,2
Mengapa setiap saya telepon berbunyi kemeresek ya? Tolong agar diperbaiki lagi.,1
"Semenjak update yang terbaru makin tidak jelas notifikasinya, ketika layar mati terutama ketika di telpon tidak muncul gambar yang telpon ( tampilan tetap mati ) jadi tolong di perbaiki, ada telpon masuk gak tau siapa yang telpon, harus buka wa dulu baru muncul",1
bagus sangat berguna bagi aq?,5
Sangat bagus,5
aplikasi yang sesuai dengan penguna nya di seluruh dunia,2
Aneh sudah 3 nomor saya masukan tapi semua akun saya di spam. Tolong lah pihak whatsup.saya ajukan pratinjau tidak ada jawaban yang sesuai.,1
aplikasi ini mempermudah untuk mengirim pesan dan fitur lainnya dan ini sangat membantu untuk orang yang sedang berjauhan/merantau,5
sangat bagus🗿,5
Nge bug JELEK Sudah daftar WhatsApp dan ke simpan TAPI TIDAK BISA DI BUKA PERLU OTP LAGI YANG ADA DI WHATSAPP YANG SUDAH DI DAFTARKAN ITU TAPI YANG DI DAFTARKAN WHATSAPPNYA TIDAK BISA DI BUKA! Masih di menu pendaftaran tapi sudah ke save di nomor itu SUDAH HUBUNGI PUSAT BANTUAN TAPI MASIH GAK DI JAWAB DAKJAL EMANG,1
🙏👌👉,4
Sangatt baguussss,5
Knlp spam bos,1
Menghargai dan menghormati tutur kata orang,5
Tidak menerima kode verifikasi.. padahal semua nya sudah dipastikan benar dan tidak ada yg salah sedikit pun,1
mantap,5
WA sekarang buat video call frame drop parah,1
Bagus banget anjaaay,5
"Aplikasi bagus sih ini, Semenjak ada Update Meta AI jadi mudah bertanya Tanpa harus membuka Google, Untuk masalah bug Ada Notifikasi pesan Masuk tapi ketika saya cek tidak ada satupun pesan masuk, tapi no problem lah, untuk kedepannya Semoga berkembang dengan baik.",5
"apa lah anjai dikit"" disuruh pemulihan, dikira chat gua ga penting apa, bangke lu wa, balikin chatan gua anjjj penting semua",1
Keren,5
Yaa karna bagus gtu,5
bagus,4
Baik,1
Selalu memberikan yang terbaik,5
Wa sangat perlu lebih gampang sama teman saudara atau tetangga,3
Good,5
Membantu komunikasi,5
ok banggat,5
Luar biasa,5
sangat bagus,5
vya maaf saya saya Krang mengerti🙏,5
Oke WhatsApp,5
Saya suka sekali dengan waltap ini hehe 😅 tapi aku suka banget 🥰🥰,5
diupdate malah jd lemot gmn c.kirim foto video loadingny lama bgt..fiturny udah bagus pdhl,1
"tolong bug telepon dari orang lain di fix, ketika ada telfon masuk notifnya ga hilang².",2
Jika mengirim gambar layar langsung hitam jd tidak nyaman,1
Bgusssss,5
"ngebug jam mulu setaangg, kudu restart apk buat bisa kembali jam nya, masa jam 07.11 langsung jadi 06.12",5
Menyala 🔥 ABG ku semangat terus untuk wa,5
ga bisa ganti warna bubble chat nya,4
Kagak ada meta ai nye,4
Status whatsapp waktunya acak-acakan,1
Kenapa wa aku ndk punya ea,5
Terlalu banyak filtur yang tidak penting muncul dan tidak lama lama mau fi update,1
"Udah bagus wa kek dulu post vid ke status bagua resolusinya, sekarang klo mau post vid ke status pake acara kompres segala😒",2
haii saya menggunakan whatsapp,5
Sangat membantu,5
Jika Masuk whatsapp Selalu tekunci Atau Spam,2
Mantap,5
Ko wa gak ada,5
Lebih cepat dikirim,5
Sangat suka,5
kunci cht yang meresahkan... knapa haru ada kunci cht??,1
"Update melulu tampilan pembaruan di ubah2,tim IT labil gak mutu. Harusnya sebelum di munculin update nya di PS di coba2 dlu kalo udah gak ada masalah baru share ke PS. Masak 1 bulan bisa 2-3 kali update an",1
Assalamu'alaikum pertama2 aku suka banget ama aplikasi WA tapi tolong tambahin fitur2 : 1.bisa live di WA 2.bisa sematin chat/grub minimal 5 lah yah 3.upload foto WA di status dan bisa tambahin musik kek instagram jadi biar gak bolak balik ke aplikasi lain Udah itu doang semoga di baca ama admin WA yah🥰🙏,4
Menyenangkan,5
Aku suka,1
kenapa wabsya g bisabdidounliwt,5
efek video Call whatsapp,5
"Why am i rate this app 1/5? Bcz ni app ga hd jir klo di sw, ga kyk dulu 🙄 blm lgi tuh si Meta AI ny formal bet lgi ah FITUR MUSIK GUA BLM ADA BJIRR PDHL UDH GUA UPDATE KOK GADA 👺👺",1
not bad,4
Sangat mmbantu aktivitas sehari hari,5
sangat enak buat intraksi,5
Bs komunikasi dgn teman teman semua orang yang paling setia' dihuni sekitar tahun ya Allah aku tidak bisa di bilang benderreh main game di hp baru saja pulang dari sekolah SMK negeri i love you too baby see you tomorrow love you,5
Bagus,5
terbaik,5
Tolong bantu di permudah,5
Bagus itu aja sih yang kusampaikan Terima kasih🙏,5
akun saya di blokir,5
Tolong di percepat pengiriman kode nya,2
Bagus,5
Jos,5
Aplikasinya bagus...cuma tolong story WA jangan dibikin kesamping jadi malah liatnya,5
Bagus,1
whatsapp nyah sepam trus,5
"Udah pakai WA resmi pun di blokir di kata pake bajakan, gak pernah spam pun kena blokir katanya spam, udah minta tinjauan pun katanya suruh nunggu 24 jam tapi ini hampir sebulan ga di tinjau-tinjau",1
Nice,4
Aplikasi yang sangat membantu pekerjaan menjadi lebih mudah dan efisien,5
masih blum aman,3
Oke,5
"Whatsapp saya mengalami eror, saya tidak melakukan spam dan sejenisnya tetapi whatsapp saya di blokir oleh pihak whatsapp, setelah blokir terbuka, saya baru saja buka whatsapp lalu langsung ter blokir, tolong pihak whatsapp solusinya, saya memiliki data penting di whatsapp saya",1
Kok ga ada meta nya punya ku,1
Bagusss,5
Wih bagus bangeeet,5
Baguss,5
Ok,5
Jadi lebih mudah komunikasi,5
Zoreml,5
"Kenapa Meta AI belum muncul juga ya, padahal yang lain udah semua",2
Bagus,5
Knapa nomor saya kena spam kak. Pdahal saya tidak melakukan kesalahan apapun,4
Aktif whatsApp,3
"gausah pake ai ai segala asalnya dah makan memori banyak aku hapus""in chat file kontak skrang di update ai malan memori woi devoloper hapus aja buat hp spek kentang kek gw ini sangat bermasalah asalnya 200 jadi 826mb apalah udah gw apus semua loh jelek update nya mending kaya dulu admi baca😠",1
Sangat membantu saya,5
GK ada filteran jirt,1
Kenapa wa ini tak mau terdaftar????,2
Bagus banget,5
apalah anjir udah di update tetepaja leg. pas tlpn juga menghubung mulu,3
Nicee,5
Keren sangat membantu,5
Ok,5
mantappppppppp,5
Bagus,5
Video call makan kuota banyak...,3
cara update benda ini macam mane?,1
Luar biasa,5
Akunku sering kna spam y bikin jengkel,1
"masuk kembali mengikuti tutorial yg asli,kok membingungan.whatsapp yg asli seperti apa.",4
Saling berhubung dengan pelanggan,4
bagus,5
Oke,5
urutan story nya kenapa ngacak sih. lebih bagus yang dulu paling atas itu status terbaru kontak.,1
waw jelek,5
Sangat membantu,5
WA taek ilang WA ku gak iso di gae mane no ku,1
udh di perbarui tetap versi lama,1
Kenapa sudah diupdate terbaru aplikasi whatsApp ini kok mau kirim foto lama betul seperti ngeblank hitam tolong dibantu kenapa ini apakah bisa diperbaiki,5
Aneh banget ini WA masa gak bisa masuk kembali tidak bisa daftar aneh banget banget ini WA bikin emosi aja ajg,2
"Suka banget sama upgrade nya sekarang sudah ada fitur lagu tapi kalau bisa durasinya bisa diatur sendiri, selain itu mungkin harus ada perbaikan dalam kualitas foto dan video yang di upload ke story WhatsApp supaya hasilnya lebih hd seperti di kamera asli",4
Aplikasinya bagus dapat mengirim pesan dan dapat mengetahui info dari teman atau saudara.....,5
Nomer whatsapp saya sering terblokir dan abis pulih pun tiba-tiba ke blokir lagi Mohon kerjasamanya whatsapp untuk di perbaiki,1
"kok bisa sih punyaku gak bisa tag sw mana lama bngt lagi gak keluar""",3
Hai Kenapa gak bisa watsapku,1
Baik,5
Bagus,5
Sangat bagus,5
Whatsapp ini emang baik,5
Nice,5
asalamualaikum.maaaass.yaaaazzzz.mau.jadian.sama.kamu.himamuu.pendamping.hidup.sehutu.njaalpoopyuu.sajang.,5
"WhatApp tidak bisa di gunakan, sdh beberapa kali saya instal, selalu gagal",5
apl bagus aman untuk digunakan,1
"hapus fitur 1x liat dari wa pls, cewek gw kalo ngasih pap 1x liat mulu, gak ada niatan hapus kah? kau yang kuasai bumi kah?",1
Plis bisa di instal dong🙏🏿🙏🏿,5
Apdet sekarang buruk,1
Oke,5
Kenapa dgn WhatsApp sya,4
Ok,5
anjig kenapa saya kena spam,1
good,5
"di update bukannya makin bagus malah makin ancur, kualitas gambar buruk, dan audio nya juga sama buruk patah patah semua. kalo kek gini trs masih mending gausah di update!!",1
ONDEH MANDEH RANCAKKK BANA👍🏻👍🏻,5
Pembaruan TERBURUK !!! Status WhatsApp jadi ngacak .,2
Undoh,4
Bagus skli mudah di pke nya,5
Update,5
"Very good, mohon ditingkatkan lagi",5
Bangsat wa di spam lagi memang bangsat,1
sepi gaada yang chat soalnya,3
Ok,5
Gak minta banyak . Hanya saja saat memposting status bisa diharapkan lebih HD. Terimakasih.,5
"Good """,5
bagus bangett tapi plss kalo vidcall jangan mirror,5
Sy kasih bintang 5 top,5
ini kamera belakang wa saya kenapa ya keluar hitam hitam?,3
"aplikasi nya ga jelas bangke,ga ada cw yang cett 1punn ajaaa",1
"aplikasi ini sangat bagus😁,btw saya rrq yanto😈",5
Gak ada meta ai nya bozzz punya ku aku mohon kasih lah meta ai ku,2
"Aplikasinya sangat bagus, sangat membantu dalam komunikasi.",3
"apk nya bagus, tapi yang jadi masalah nya itu karna tidak bisa mengeluarkan orang dari saluran, saya mohon agar bisa mengeluarkan orang dari saluran",4
Luarbias,5
Bagus sekali,4
"membantu dalam komunikasi,pesan,dan lainnya",5
aplikasi yg tidak bisa kerjasama,3
Aplikasinya Selalu terkena spam,1
Game tolol,5
Selaku di blokit,5
Mantap,5
wa saya nda ada fitur like nya kenapa ya?,4
kecewa terhadap update WhatsApp kali ini walaupun fiturnya tambah bagus tetapi untuk apa grub sedikit memang pesan banyak namanya grub dikit dikit terkena blokir spam padahal member hanya mengirim pesan tidak mengirim sesuatu hal yang aneh seperti virtex atau lainya hanyalah pesan dan stiker tetapi tidak tau kenapa dikit dikit terkena spam dikit dikit akun ke blokir tolong pihak WhatsApp gara gara keblokir harus meng kode verifikasi terus nomor saya jadi rusak,3
